,매장이름,주소,구,브랜드,위도,경도
1087,영등포그랜드점,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",영등포구,이디야,37.5263235,126.888719
1088,영등포본동점,서울 영등포구 영신로19길 15 (영등포동),영등포구,이디야,37.5138185,126.9060085
1089,영등포시장점,서울 영등포구 영등포로35길 19 (영등포동6가),영등포구,이디야,37.5216207,126.9041803
1090,영등포아크로타워점,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",영등포구,이디야,37.5244579,126.9076599
1091,영등포에이스점,서울 영등포구 경인로 775 (문래동3가),영등포구,이디야,37.51466569999999,126.8984728
1092,영등포점,서울 영등포구 영중로 16-1 (영등포동3가),영등포구,이디야,37.5187427,126.9070871
1093,영등포중앙점,서울 영등포구 영중로 37 (영등포동4가),영등포구,이디야,37.5193148,126.9046511
1094,영등포코레일점,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",영등포구,이디야,37.5160973,126.9069297
1095,영등포홈플러스점,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",영등포구,이디야,37.5181504,126.8958956
1096,한강성심병원점,서울 영등포구 버드나루로 51 (영등포동2가),영등포구,이디야,37.5219557,126.9119772
1097,한국수출입은행점,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",영등포구,이디야,37.5287939,126.9235334
1098,힐스테이트클래시안점,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)",영등포구,이디야,37.503593,126.912645
1099,갈현점,서울 은평구 갈현로 268 (갈현동),은평구,이디야,37.6122498,126.9132786
1100,구산사거리점,서울 은평구 서오릉로 195 (구산동),은평구,이디야,37.6138414,126.9110225
1101,구산역점,서울 은평구 연서로 148 (대조동),은평구,이디야,37.6141112,126.9208904
1102,구파발역점,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)",은평구,이디야,37.6458965,126.9262918
1103,녹번동점,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)",은평구,이디야,37.6086912,126.9269617
1104,녹번중앙점,"서울 은평구 통일로 635 (녹번동, 녹번동메카오피스텔)",은평구,이디야,37.603474,126.9346394
1105,독바위역점,"서울 은평구 불광로 128 (불광동, 배진하우스)",은평구,이디야,37.6180771,126.9333072
1106,백련산아이파크점,"서울 은평구 응암로 264 (응암동, 서울빌딩)",은평구,이디야,37.5921417,126.9179191
1107,본서부병원점,"서울 은평구 응암로 337 (응암동, 빛터룩스 빌딩)",은평구,이디야,37.6012692,126.9221517
1108,불광역점,서울 은평구 통일로 731 (대조동),은평구,이디야,37.6141112,126.9208904
1109,불광연서로점,서울 은평구 연서로 275 (불광동),은평구,이디야,37.6116009,126.9304684
1110,불광중앙점,서울 은평구 불광로 59 (불광동),은평구,이디야,37.6122908,126.9317226
1111,새절역점,서울 은평구 가좌로 272 (신사동),은평구,이디야,37.5953803,126.9075953
1112,수색역점,서울 은평구 수색로 250 (수색동),은평구,이디야,37.5818859,126.8963113
1113,역촌동점,서울 은평구 갈현로 82 (역촌동),은평구,이디야,37.6013705,126.9134783
1114,역촌사거리점,서울 은평구 서오릉로 100 (대조동),은평구,이디야,37.6106531,126.9186065
1115,역촌진흥로점,서울 은평구 진흥로1길 3 (역촌동),은평구,이디야,37.6007275,126.91862
1116,연신내역점,서울 은평구 통일로 855-9 (갈현동),은평구,이디야,37.6270657,126.9156137
1117,연신내중앙점,서울 은평구 통일로 825 (대조동),은평구,이디야,37.6141112,126.9208904
1118,연신내통일로점,서울 은평구 통일로 876 (불광동),은평구,이디야,37.6211624,126.9202577
1119,은평구청점,서울 은평구 은평로 197 (녹번동),은평구,이디야,37.6016007,126.9296014
1120,은평뉴타운점,"서울 은평구 진관3로 70 (진관동, 은평뉴타운상림마을)",은평구,이디야,37.6418798,126.9222445
1121,은평이마트점,"서울 은평구 은평로 111 (응암동, 은평이마트)",은평구,이디야,37.6003893,126.9202568
1122,응암역점,"서울 은평구 연서로 9 (역촌동, 센타폴리스)",은평구,이디야,37.6001129,126.9155858
1123,응암오거리점,서울 은평구 응암로 211 (응암동),은평구,이디야,37.5908628,126.9171141
1124,응암중앙점,서울 은평구 응암로 183 (응암동),은평구,이디야,37.5883944,126.9165713
1125,증산동점,서울 은평구 증산서길 78 (증산동),은평구,이디야,37.5833382,126.9065476
1126,경복궁역점,서울 종로구 자하문로 7 (체부동),종로구,이디야,37.5790658,126.9697902
1127,광화문점,서울 종로구 세종대로23길 15 (도렴동),종로구,이디야,37.571457,126.9756366
1128,광화문트윈트리타워점,"서울 종로구 율곡로 6 (중학동, 트윈 트리 빌딩)",종로구,이디야,37.5755279,126.9800596
1129,낙원동점,서울 종로구 낙원동,종로구,이디야,37.57284569999999,126.9884126
1130,대학로점,서울 종로구 대학로10길 17 (동숭동),종로구,이디야,37.5820564,127.0031655
1131,독립문역점,서울 종로구 통일로 266 (무악동),종로구,이디야,37.5771577,126.9586244
1132,동대문역점,"서울 종로구 율곡로 286 (종로6가, 야드인빌딩)",종로구,이디야,37.5718418,127.008234
1133,동묘역점,서울 종로구 종로 354 (숭인동),종로구,이디야,37.5776264,127.0223891
1134,방통대점,서울 종로구 대학로 81-1 (연건동),종로구,이디야,37.5783148,127.0017255
1135,배화여대점,서울 종로구 필운대로1길 35 (필운동),종로구,이디야,37.5778275,126.9679917
1136,북촌마을점,서울 종로구 북촌로5길 39 (화동),종로구,이디야,37.57953759999999,126.9836008
1137,삼일빌딩점,서울 종로구 삼일대로15길 13 (관철동),종로구,이디야,37.5687424,126.9867265
1138,상명대점,서울 종로구 홍지동,종로구,이디야,37.601247,126.9562041
1139,성균관대점,서울 종로구 성균관로 8 (명륜2가),종로구,이디야,37.5845216,126.9994393
1140,숭인점,서울 종로구 숭인동길 6 (숭인동),종로구,이디야,37.5752518,127.0215847
1141,신설점,서울 종로구 난계로29길 30 (숭인동),종로구,이디야,37.5741948,127.0214683
1142,종각점,서울 종로구 삼일대로19길 24 (관철동),종로구,이디야,37.56962,126.9862007
1143,종로3가점,서울 종로구 종로 126 (종로3가),종로구,이디야,37.5700276,126.9917137
1144,종로4가점,서울 종로구 김상옥로 1 (인의동),종로구,이디야,37.5734546,126.9978915
1145,종로5가점,서울 종로구 대학로 33 (효제동),종로구,이디야,37.574208,127.0018843
1146,종로교차로점,서울 종로구 동호로 406-1 (종로5가),종로구,이디야,37.5705613,127.002241
1147,종로구청점,서울 종로구 수송동,종로구,이디야,37.5739802,126.9804234
1148,종로르메이에르점,서울 종로구 종로1가 르메이에르종로타운,종로구,이디야,37.5709593,126.9798759
1149,종로삼일대로점,서울 종로구 삼일대로 390-1 (관철동),종로구,이디야,37.5690625,126.9872746
1150,종로타워점,"서울 종로구 종로 51 (종로2가, 종로타워)",종로구,이디야,37.57079,126.98356
1151,창덕궁점,서울 종로구 돈화문로 41-1 (묘동),종로구,이디야,37.5722222,126.9913889
1152,창신동점,서울 종로구 종로 316-1 (창신동),종로구,이디야,37.5745846,127.008896
1153,창신중앙점,서울 종로구 지봉로 64 (숭인동),종로구,이디야,37.5756904,127.0158154
1154,탑골공원점,서울 종로구 낙원동,종로구,이디야,37.57284569999999,126.9884126
1155,혜화동로터리점,서울 종로구 혜화로 3-1 (혜화동),종로구,이디야,37.5860305,127.0005638
1156,혜화역점,서울 종로구 창경궁로 258-15 (명륜2가),종로구,이디야,37.5846573,127.0002379
1157,IBK본점,"서울 중구 을지로 79 (을지로2가, 기업은행)",중구,이디야,37.5664541,126.9865526
1158,YTN점,서울 중구 세종대로1길 11 (봉래동1가),중구,이디야,37.5581783,126.9727466
1159,광희동점,서울 중구 마른내로 165-1 (광희동1가),중구,이디야,37.564787,127.006136
1160,다동점,서울 중구 다동길 46 (다동),중구,이디야,37.56782159999999,126.9817119
1161,동국대후문점,"서울 중구 창경궁로 2 (충무로5가, 남경빌딩)",중구,이디야,37.5624822,126.9986871
1162,동대문점,서울 중구 을지로43길 38 (을지로6가),중구,이디야,37.5676676,127.0077516
1163,동평화점,서울 중구 청계천로 318 (신당동),중구,이디야,37.5694218,127.0132185
1164,만리동고개점,"서울 중구 만리재로 175 (만리동2가, 서울역센트럴자이),402동 102호",중구,이디야,37.554206,126.9637541
1165,명동역점,서울 중구 퇴계로 103 (충무로1가),중구,이디야,37.5608361,126.9832037
1166,북창동점,서울 중구 남대문로1길 57-1 (태평로2가),중구,이디야,37.5636058,126.9775563
1167,서소문점,서울 중구 서소문로11길 8 (서소문동),중구,이디야,37.5632228,126.973086
1168,서울시청점,"서울 중구 세종대로20길 23 (무교동, 원창빌딩)",중구,이디야,37.5631745,126.9989676
1169,세종로점,서울 중구 세종대로21길 67 (태평로1가),중구,이디야,37.5624945,126.9752957
1170,신당점,서울 중구 다산로35길 11 (신당동),중구,이디야,37.56351799999999,127.0148075
1171,신당중앙점,서울 중구 퇴계로 455 (황학동),중구,이디야,37.56744380000001,127.0198915
1172,약수역점,서울 중구 동호로 186-13 (신당동),중구,이디야,37.5545654,127.0114859
1173,오장동점,서울 중구 마른내로 109-1 (오장동),중구,이디야,37.5645748,127.0001136
1174,을지로3가점,서울 중구 수표로 45 (저동2가),중구,이디야,37.5634861,126.9902353
1175,정동점,서울 중구 정동길 2-1 (정동),중구,이디야,37.5679414,126.9693423
1176,중림점,서울 중구 청파로 464 (중림동),중구,이디야,37.5607773,126.9682129
1177,청구역점,서울 중구 다산로 181-2 (신당동),중구,이디야,37.5597511,127.0132283
1178,충무로3가점,서울 중구 퇴계로27길 31 (충무로3가),중구,이디야,37.56252509999999,126.9912341
1179,충무로점,서울 중구 퇴계로 188 (필동1가),중구,이디야,37.5607964,126.992541
1180,충무아트홀점,서울 중구 퇴계로 381-1 (신당동),중구,이디야,37.5652402,127.0139856
1181,충무필동점,서울 중구 퇴계로 218-5 (필동2가),중구,이디야,37.561541,126.9936459
1182,충정로역점,"서울 중구 중림로 10 (중림동, 중림동 삼성 사이버 빌리지)",중구,이디야,37.5587312,126.9649372
1183,태평로점,서울 중구 세종대로11길 26 (서소문동),중구,이디야,37.5624142,126.9745054
1184,한국은행점,서울 중구 남대문로 29-2 (남대문로3가),중구,이디야,37.5604987,126.977661
1185,황학롯데캐슬점,"서울 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",중구,이디야,37.5708733,127.0213284
1186,회현SK리더스점,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",중구,이디야,37.5592302,126.9806639
1187,혜화역점,서울 종로구 창경궁로 258-15 (명륜2가),종로구,이디야,37.5846573,127.0002379
1188,강동SK허브점,"서울 강동구 천호대로 1107 (길동, 강동역에스케이허브)",강동구,이디야,37.5354581,127.1347329
1189,강동구청점,"서울 강동구 성내로6길 20 (성내동, 청일 베르네)",강동구,이디야,37.5288753,127.1222899
1190,강동신명초교점,"서울 강동구 명일로 260 (길동, 길동신동아아파트)",강동구,이디야,37.5415687,127.1474259
1191,강동역점,"서울 강동구 천호대로 1065 (천호동, 강동상떼빌)",강동구,이디야,37.5369023,127.1302611
1192,강일점,"서울 강동구 아리수로93길 19 (강일동, 임페리얼타워)",강동구,이디야,37.5665592,127.1737804
1193,고덕그라시움후문점,서울 강동구 동남로82길 121 (고덕동),강동구,이디야,37.5603577,127.1636874
1194,고덕래미안힐스점,"서울 강동구 아리수로50길 50 (고덕동, 래미안힐스테이트고덕)",강동구,이디야,37.5594375,127.1476045
1195,고덕점,"서울 강동구 동남로75길 19 (명일동, 명일빌딩)",강동구,이디야,37.554123,127.155136
1196,굽은다리역점,서울 강동구 양재대로 1543 (천호동),강동구,이디야,37.5434703,127.1418503
1197,길동사거리점,서울 강동구 천호대로 1132 (성내동),강동구,이디야,37.5332211,127.136915
1198,길동역점,서울 강동구 양재대로 1471 (길동),강동구,이디야,37.5372792,127.1393753
1199,길동중앙점,서울 강동구 명일로 200 (길동),강동구,이디야,37.5365076,127.1459209
1200,둔촌점,서울 강동구 양재대로 1377 (성내동),강동구,이디야,37.5291842,127.1363023
1201,명일중앙점,"서울 강동구 상암로 210 (명일동, 명일현대종합상가)",강동구,이디야,37.5484567,127.1487867
1202,보훈병원점,"서울 강동구 명일로 110 (둔촌동, 둔촌동암펠로스타워)",강동구,이디야,37.5287091,127.1431767
1203,상일리엔파크점,"서울 강동구 상일로 74 (상일동, 고덕리엔파크3단지아파트)",강동구,이디야,37.5523456,127.175784
1204,암사3동점,"서울 강동구 고덕로 140 (암사동, 프라이어팰리스)",강동구,이디야,37.5534915,127.1390945
1205,암사역점,"서울 강동구 올림픽로 782 (암사동, 501타워)",강동구,이디야,37.5508357,127.1281014
1206,암사중앙점,"서울 강동구 암사길 50 (암사동, 제이빌더스)",강동구,이디야,37.5516267,127.1348226
1207,올림픽북문점,서울 강동구 성안로 7 (성내동),강동구,이디야,37.5244902,127.1288855
1208,천호로데오점,서울 강동구 천호대로 1027 (천호동),강동구,이디야,37.5381679,127.1262834
1209,천호역점,서울 강동구 천호대로 1006 (성내동),강동구,이디야,37.5302922,127.1287651
1210,천호중앙점,"서울 강동구 올림픽로 660 (천호동, 천호엘크루주상복합)",강동구,이디야,37.54017959999999,127.1244282
1211,천호초교사거리점,"서울 강동구 구천면로 304 (천호동, 일주빌딩)",강동구,이디야,37.546686,127.1347948
1212,천호현대점,서울 강동구 올림픽로 665 (천호동),강동구,이디야,37.5408846,127.1238516
1213,개봉북부점,서울 구로구 경인로40길 12 (개봉동),구로구,이디야,37.4961811,126.8591014
1214,개봉역점,서울 구로구 남부순환로97길 11 (개봉동),구로구,이디야,37.4941792,126.8583787
1215,개봉중앙점,서울 구로구 개봉로3길 26 (개봉동),구로구,이디야,37.48641,126.8548809
1216,개봉현대점,서울 구로구 개봉로 69 (개봉동),구로구,이디야,37.4918637,126.8555982
1217,고대구로병원점,서울 구로구 구로동로 157 (구로동),구로구,이디야,37.492533,126.8833543
1218,고척사거리점,"서울 구로구 고척로 228-6 (고척동, 종만빌딩)",구로구,이디야,37.5057472,126.8582376
1219,고척스카이돔점,"서울 구로구 경인로 397 (고척동, 골든타워빌딩)",구로구,이디야,37.4985688,126.8617883
1220,구로NC점,서울 구로구 구로동로 240 (구로동),구로구,이디야,37.4999675,126.8826973
1221,구로거리공원점,서울 구로구 구로중앙로28길 73 (구로동),구로구,이디야,37.5007554,126.8893254
1222,구로고척점,"서울 구로구 고척로 149 (고척동, 상암빌딩)",구로구,이디야,37.5057472,126.8582376
1223,구로궁동점,서울 구로구 오리로 1304 (궁동) 1층,구로구,이디야,37.4977401,126.829378
1224,구로미성점,"서울 구로구 구로중앙로 228 (신도림동, 기임빌딩)",구로구,이디야,37.5060959,126.87662
1225,구로에이스점,서울 구로구 디지털로33길 11 (구로동),구로구,이디야,37.4856641,126.8955021
1226,구로역광장점,"서울 구로구 경인로 572 (구로동, 스타팰리스)",구로구,이디야,37.5034025,126.880915
1227,구로이마트점,서울 구로구 디지털로32길 43 (구로동),구로구,이디야,37.4843537,126.89788
1228,구로중앙점,서울 구로구 도림로 79 (구로동),구로구,이디야,37.4900511,126.8920236
1229,구로코레일점,"서울 구로구 구로중앙로 174 (구로동, 구로역)",구로구,이디야,37.5023699,126.8814842
1230,구로항동지구점,"서울 구로구 항동로3길 6 (항동, 가온 프라자)",구로구,이디야,37.4793217,126.8223661
1231,구일역점,"서울 구로구 구일로 110 (구로동, 해원리버파크)",구로구,이디야,37.4950273,126.872004
1232,남구로역점,서울 구로구 디지털로27길 127 (가리봉동),구로구,이디야,37.4846716,126.8870975
1233,동양미래대학점,서울 구로구 경인로47길 14 (고척동),구로구,이디야,37.500202,126.8670179
1234,메르디앙고척점,"서울 구로구 중앙로8길 11 (고척동, 고척 월드메르디앙)",구로구,이디야,37.5028461,126.8632325
1235,성공회대점,서울 구로구 연동로 312 (항동),구로구,이디야,37.4872294,126.8242853
1236,신도림메르디앙점,"서울 구로구 신도림로 65 (신도림동, 신도림월드메르디앙오피스텔)",구로구,이디야,37.5095401,126.8820361
1237,신도림테크노마트점,서울 구로구 새말로 97 (구로동),구로구,이디야,37.5070431,126.8902185
1238,오류남부점,서울 구로구 오류로8길 65 (오류동),구로구,이디야,37.4926091,126.8437777
1239,오류북부역점,서울 구로구 경인로20길 6 (오류동),구로구,이디야,37.4959764,126.8386516
1240,천왕이펜하우스점,서울 구로구 천왕로 36 (천왕동),구로구,이디야,37.48199,126.8363095
1241,경희대점,서울 동대문구 경희대로 4 (회기동),동대문구,이디야,37.5916824,127.0551428
1242,경희대캠퍼스점,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교)",동대문구,이디야,37.5945041,127.0548498
1243,답십리사거리점,서울 동대문구 답십리로 145 (답십리동),동대문구,이디야,37.5730325,127.0561006
1244,답십리역점,서울 동대문구 천호대로 265 (답십리동),동대문구,이디야,37.56902609999999,127.0573024
1245,답십리파크자이점,"서울 동대문구 한천로 55 (답십리동, 영진빌딩)",동대문구,이디야,37.5714784,127.0577096
1246,동대문구청점,서울 동대문구 천호대로 153-1 (용두동),동대문구,이디야,37.5795817,127.0299297
1247,동부병원사거리점,서울 동대문구 무학로 104 (용두동),동대문구,이디야,37.5735046,127.0309651
1248,배봉초교사거리점,서울 동대문구 답십리로63길 131 (장안동),동대문구,이디야,37.5784698,127.069321
1249,서울시립대점,"서울 동대문구 서울시립대로 164 (전농동, 도석프라자)",동대문구,이디야,37.583249,127.0548191
1250,외대점,서울 동대문구 휘경로 12 (이문동),동대문구,이디야,37.59582040000001,127.0612654
1251,용두동사거리점,서울 동대문구 왕산로 68 (용두동),동대문구,이디야,37.5774477,127.0308778
1252,용두동점,서울 동대문구 고산자로 413-1 (용두동),동대문구,이디야,37.5766232,127.0379189
1253,이문점,서울 동대문구 신이문로 19 (이문동),동대문구,이디야,37.6031045,127.064235
1254,장안동사거리점,서울 동대문구 답십리로 309 (장안동),동대문구,이디야,37.572295,127.0748317
1255,장안동점,서울 동대문구 장한로 43 (장안동),동대문구,이디야,37.5650632,127.0666931
1256,장안중랑천점,서울 동대문구 장한로18길 32 (장안동),동대문구,이디야,37.5674947,127.0707583
1257,장안중앙점,서울 동대문구 사가정로25길 42 (장안동),동대문구,이디야,37.5806425,127.0709617
1258,장한평군자초교점,서울 동대문구 한천로2길 53 (장안동),동대문구,이디야,37.5627974,127.0613958
1259,전농뉴타운점,서울 동대문구 답십리로 77 (전농동),동대문구,이디야,37.5750329,127.0496055
1260,전농사거리점,서울 동대문구 사가정로 132 (전농동),동대문구,이디야,37.5775568,127.0595101
1261,청량리점,서울 동대문구 왕산로 225 (청량리동),동대문구,이디야,37.5832353,127.0447165
1262,촬영소사거리점,서울 동대문구 답십리로 264 (장안동),동대문구,이디야,37.5722268,127.0694723
1263,회기역점,"서울 동대문구 망우로 67 (휘경동, 효자 워너빌)",동대문구,이디야,37.5899254,127.0606026
1264,회기역중앙점,서울 동대문구 회기로 194-1 (휘경동),동대문구,이디야,37.5897957,127.0574889
1265,논골사거리점,서울 성동구 난계로 35 (금호동1가),성동구,이디야,37.5554834,127.0244633
1266,답십리로데오점,서울 성동구 용답19길 17-1 (용답동),성동구,이디야,37.5637339,127.052529
1267,뚝섬역점,서울 성동구 상원길 38-1 (성수동1가),성동구,이디야,37.5473256,127.048794
1268,마장동점,서울 성동구 고산자로 339-2 (마장동),성동구,이디야,37.5699814,127.0373421
1269,마장역점,서울 성동구 마장로 293-1 (마장동),성동구,이디야,37.5659109,127.0421543
1270,상왕십리역점,서울 성동구 무학봉15길 27 (하왕십리동),성동구,이디야,37.5636352,127.0301592
1271,서울숲역점,서울 성동구 왕십리로 96-1 (성수동1가),성동구,이디야,37.5391701,127.0474244
1272,성동구청점,서울 성동구 고산자로 269 (도선동),성동구,이디야,37.5632818,127.0328803
1273,성수2가점,서울 성동구 성덕정길 106 (성수동2가),성동구,이디야,37.5371206,127.0550961
1274,성수아카데미점,서울 성동구 성수이로 118 (성수동2가),성동구,이디야,37.5451437,127.0578284
1275,성수우리W타워점,서울 성동구 아차산로15길 19 (성수동2가),성동구,이디야,37.5447256,127.0621362
1276,성수중앙점,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",성동구,이디야,37.5442438,127.0552721
1277,신금호역점,서울 성동구 금호산길 64 (금호동2가),성동구,이디야,37.5538555,127.0196077
1278,옥수동점,서울 성동구 매봉길 12 (옥수동),성동구,이디야,37.5452467,127.0156749
1279,옥수역점,서울 성동구 한림말5길 9 (옥수동),성동구,이디야,37.5419719,127.0167024
1280,왕십리비트플렉스점,서울 성동구 왕십리광장로 17 (행당동),성동구,이디야,37.5621482,127.0379421
1281,왕십리센트라스점,서울 성동구 무학로 22 (홍익동),성동구,이디야,37.5660457,127.0302943
1282,왕십리역점,서울 성동구 왕십리로 309 (행당동),성동구,이디야,37.5594078,127.0330515
1283,응봉동점,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",성동구,이디야,37.54264939999999,127.0119669
1284,장한평역점,서울 성동구 천호대로 426 (용답동),성동구,이디야,37.560746,127.0662025
1285,텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",성동구,이디야,37.5675805,127.0260782
1286,한양대점,서울 성동구 사근동길 4 (행당동),성동구,이디야,37.5598989,127.0415624
1287,행당동점,서울 성동구 고산자로 201 (행당동),성동구,이디야,37.5580159,127.0337407
1288,논골사거리점,서울 성동구 난계로 35 (금호동1가),성동구,이디야,37.5554834,127.0244633
1289,답십리로데오점,서울 성동구 용답19길 17-1 (용답동),성동구,이디야,37.5637339,127.052529
1290,뚝섬역점,서울 성동구 상원길 38-1 (성수동1가),성동구,이디야,37.5473256,127.048794
1291,마장동점,서울 성동구 고산자로 339-2 (마장동),성동구,이디야,37.5699814,127.0373421
1292,마장역점,서울 성동구 마장로 293-1 (마장동),성동구,이디야,37.5659109,127.0421543
1293,상왕십리역점,서울 성동구 무학봉15길 27 (하왕십리동),성동구,이디야,37.5636352,127.0301592
1294,서울숲역점,서울 성동구 왕십리로 96-1 (성수동1가),성동구,이디야,37.5391701,127.0474244
1295,성동구청점,서울 성동구 고산자로 269 (도선동),성동구,이디야,37.5632818,127.0328803
1296,성수2가점,서울 성동구 성덕정길 106 (성수동2가),성동구,이디야,37.5371206,127.0550961
1297,성수아카데미점,서울 성동구 성수이로 118 (성수동2가),성동구,이디야,37.5451437,127.0578284
1298,성수우리W타워점,서울 성동구 아차산로15길 19 (성수동2가),성동구,이디야,37.5447256,127.0621362
1299,성수중앙점,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",성동구,이디야,37.5442438,127.0552721
1300,신금호역점,서울 성동구 금호산길 64 (금호동2가),성동구,이디야,37.5538555,127.0196077
1301,옥수동점,서울 성동구 매봉길 12 (옥수동),성동구,이디야,37.5452467,127.0156749
1302,옥수역점,서울 성동구 한림말5길 9 (옥수동),성동구,이디야,37.5419719,127.0167024
1303,왕십리비트플렉스점,서울 성동구 왕십리광장로 17 (행당동),성동구,이디야,37.5621482,127.0379421
1304,왕십리센트라스점,서울 성동구 무학로 22 (홍익동),성동구,이디야,37.5660457,127.0302943
1305,왕십리역점,서울 성동구 왕십리로 309 (행당동),성동구,이디야,37.5594078,127.0330515
1306,응봉동점,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",성동구,이디야,37.54264939999999,127.0119669
1307,장한평역점,서울 성동구 천호대로 426 (용답동),성동구,이디야,37.560746,127.0662025
1308,텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",성동구,이디야,37.5675805,127.0260782
1309,한양대점,서울 성동구 사근동길 4 (행당동),성동구,이디야,37.5598989,127.0415624
1310,행당동점,서울 성동구 고산자로 201 (행당동),성동구,이디야,37.5580159,127.0337407
